product_id,title,handle,created_at,vendor,product_type,available,price,weight,sku,shipping,tax,image
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,False,$249.00,1814g,H006814006,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,True,$249.00,1814g,H006814007,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,True,$249.00,1814g,H006814075,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,False,$249.00,1814g,H006814008,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,True,$249.00,1814g,H006814008E,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,True,$249.00,1814g,H006814085,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,True,$249.00,1814g,H006814085E,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,True,$249.00,1814g,H006814009,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,False,$249.00,1814g,H006814009E,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
1968430219326,Welden - Limited Edition,welden-limited-edition,2018-12-03T10:53:56-06:00,HELM,Boots,True,$249.00,1814g,H006814095,True,True,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-welden-limited-edition-5852386492478.jpg?v=1598379204
